492850834,0.145723,947
1642897408,0.105519,616
19059651,0.061608,2662
114782850,0.067751,1476
21316128,0.049724,1448
600590663,0.098039,561
225228805,0.132267,688
54140636,0.027217,2131
71306715,0.144737,152
186216246,0.048626,3784
222782697,0.059289,506
225648671,0.026711,5728
27234371,0.031074,3733
436585871,0.313981,844
2392153215,0.031631,2213
1642730800,0.117987,1212
1074536069,0.038510,3194
994549904,0.049544,767
1308482063,0.027586,2900
932831498,0.014151,636
107256920,0.081349,504
130016132,0.031401,414
253055433,0.101449,414
636111713,0.050000,720
741426432,0.049898,982
1243221885,0.144476,706
456111324,0.021319,2486
870332965,0.088578,429
461153560,0.073201,806
219815078,0.044248,1582
35823177,0.034899,2235
1333855057,0.019714,4413
200008731,0.141809,818
1778568819,0.098276,1160
344916997,0.091598,1583
2219182078,0.032116,2491
341724078,0.089399,1264
1416945428,0.103497,715
437935509,0.033842,3014
1239037980,0.046643,1415
16848709,0.142626,617
647154627,0.125749,1002
459022573,0.060178,2476
1213355524,0.034316,2273
1158151204,0.076580,4479
331437044,0.033368,1918
2364485649,0.054243,4572
687250652,0.099532,1497
680383574,0.127358,636
528204542,0.039019,2691
455567463,0.087205,1399
774317381,0.076651,2831
602362234,0.145594,783
57653800,0.051780,927
1180306736,0.064244,7456
640649283,0.160535,299
1210903245,0.021780,1056
1133419,0.007598,1711
513244278,0.134591,795
98896415,0.013430,1787
31631656,0.027689,2817
731328852,0.047939,2086
161093053,0.029412,2278
928282568,0.017739,3326
37635872,0.107884,482
422061320,0.200528,1137
53210957,0.049739,4604
248240726,0.086118,1556
720862441,0.075351,783
757574686,0.038835,515
590376752,0.071550,1761
223328338,0.152691,799
1191549363,0.020340,3884
99781231,0.177240,1529
408938693,0.024030,1082
1799455641,0.020104,4029
515678362,0.122642,530
137662385,0.027888,502
1034569109,0.044092,5239
385385538,0.007895,2660
798003811,0.057843,1020
234641032,0.158282,815
1139415329,0.039216,1275
2635611311,0.115702,605
681920969,0.059666,3771
40208991,0.130990,313
648926764,0.123853,218
715960726,0.024170,4882
810517709,0.038217,314
1415814069,0.219697,528
682917001,0.025907,579
2360494174,0.050542,831
437420334,0.126327,2731
328709747,0.041215,461
258500770,0.125296,423
755494202,0.172940,983
205883429,0.210445,651
25128797,0.101580,886
